1664	1668
23	12
1663	4
2322	4
2322	1668
213	221
213	2045
213	2279
3495	2505
1182	742
1182	740
1182	741
3732	4064
3317	4055
3732	3072
3732	2588
3732	3810
3732	1953
3732	1719
3732	3505
2210	720
2210	3069
2210	2710
2210	299
3034	4488
2210	2748
3034	2580
3034	647
3034	2536
3034	3064
3299	3275
3299	1863
3299	1339
3299	3756
3299	2265
3299	1218
3299	4435
3299	3191
3299	4342
3299	690
3299	3318
3299	4192
3299	3183
3299	2535
3299	2220
3299	2464
3299	1737
3299	2586
3299	9
3299	238
3299	879
3299	2738
3299	1128
3299	62
3299	2784
3299	2100
3299	3588
3299	2636
3299	1820
3299	527
3299	4121
3299	985
3299	1340
3299	2545
3299	3108
3299	1130
3299	4233
3299	2993
3299	2303
3299	2527
3299	1778
3299	1524
3299	1189
3299	3580
3299	2366
3299	2954
3299	2103
3299	3663
3299	2215
3299	1853
3299	3476
3299	1610
3299	2271
3299	496
3299	4203
3299	2505
3299	604
3299	4161
3299	1005
2128	835
2128	1544
3299	2319
3299	4173
3299	2032
3299	4405
3299	2098
3299	2096
2548	4273
2548	326
136	1829
3597	1545
3597	1913
3597	2692
3597	2702
2128	2983
2548	2622
2548	4523
2548	4136
2548	2053
2548	2462
2548	1228
1192	1388
1192	1887
1192	3514
1192	2159
1192	2075
1192	3433
1192	1909
1192	574
2548	64
3535	3534
3535	3537
3535	3538
835	1804
835	756
835	1712
835	768
835	833
1192	1910
2180	2166
1023	3719
1023	399
4520	3021
3258	585
1133	413
1133	3148
69	2581
1653	3780
3548	4062
3548	1885
1133	3346
3921	4445
3921	1728
835	4025
3921	3913
3921	2983
3921	1425
4064	1447
4064	2635
4064	1838
4064	4316
4064	537
4064	1003
4064	2649
3773	2061
1653	2856
1653	949
4064	1938
4064	3068
3773	1024
4064	1446
1951	315
1951	3624
1951	2159
1951	1807
1951	310
4064	3810
4064	4067
4064	4065
4064	4452
4064	1724
4064	3330
4064	3735
1951	1985
1951	3267
1951	1008
1951	1814
1951	4295
1951	4316
1951	2984
1951	3881
1951	616
2806	2806
2550	2681
2550	4386
2550	74
2550	970
2550	115
2550	2464
2550	76
2603	2604
2603	523
1951	313
1951	4369
939	1643
939	3198
3	912
571	572
2806	2539
953	2514
2806	4097
2806	3385
2806	3216
2806	3151
2806	2538
2806	1168
2806	925
2806	2536
4385	1143
4385	4384
2004	1977
2004	1899
2004	668
2004	873
2132	4190
2132	2897
2132	3659
2132	1536
2132	3418
2132	1045
2132	987
939	3810
939	3056
234	2882
939	3511
939	1353
2962	3468
4385	4383
580	1094
2962	2961
4385	2622
1887	2906
1887	1909
1887	3906
1887	1910
1300	1300
1300	609
1300	4541
1604	2093
1604	3779
784	784
672	672
672	1347
672	1168
672	574
1887	1886
1887	1947
1887	1228
1887	2159
1887	3514
1887	3433
1887	3330
1887	574
235	889
235	1936
235	843
235	1236
235	1499
235	4372
235	507
235	2514
235	3567
235	4538
235	3245
235	1903
235	2846
18	4504
18	2510
588	3476
588	4211
588	1085
4428	4459
2821	439
784	3361
235	825
235	2221
235	3670
235	1631
1446	910
3622	142
1446	4273
1446	1408
1446	897
1446	240
72	3108
2556	4477
1446	1359
1446	4316
1446	2285
1446	559
1339	2465
1339	1339
235	1068
1339	1337
235	1393
235	483
1446	4367
1446	4371
641	640
4095	3801
2829	2962
641	3709
3710	642
2829	806
2829	2227
2829	139
3710	1431
2829	2702
2108	3380
3710	527
3710	2754
2927	3682
2108	2900
3710	2567
2108	1815
846	4112
2108	1232
2108	4393
330	336
330	332
330	333
846	846
2829	2816
2829	4316
2829	3052
2829	4362
2829	390
2829	1169
2829	2195
2829	4071
2829	228
2829	2830
2829	2826
2829	4536
2829	2824
2829	1568
2829	326
2829	2552
2829	4300
2829	763
2829	3445
2829	2818
2829	931
2829	1355
2829	314
2829	4039
2829	1342
2829	3713
2829	1902
2829	664
2829	1955
2829	4399
2829	1775
2829	2006
2829	1956
2829	2819
2829	2099
2829	3879
2829	1699
2829	2919
2829	769
2829	2827
2829	3631
2829	3455
2829	1155
2829	120
1804	1394
1804	388
1804	1713
1804	1544
1804	768
1804	1712
1112	3807
1804	1957
1306	2834
1804	1791
468	427
468	1243
1564	1390
1112	3457
589	1037
2722	776
4360	3149
1564	2970
2722	812
4093	1829
1140	123
2066	2062
4093	1828
1140	181
3756	3756
4093	2393
3771	1892
2829	3641
4066	262
4066	1009
4066	3120
4066	985
4066	1865
4066	1441
4066	385
4066	460
4066	2993
4066	2124
4066	2303
4066	1778
4066	3279
4066	3178
4066	416
4066	3419
4066	4499
4066	415
4066	883
4066	2154
4066	2174
4066	472
806	1037
4066	3606
700	1168
700	84
4066	2716
4066	164
4066	4161
4066	2295
873	2623
873	2672
1804	2983
1774	3570
873	3171
1804	924
4066	267
4066	235
1774	3029
4066	300
2594	2019
2594	1200
4066	1517
1816	1248
4066	825
4066	4015
4066	1732
4066	303
4066	2741
4066	4307
4066	733
4066	1492
4066	1898
4066	3198
4066	3183
4066	517
4066	211
4066	1979
4341	1131
4066	3617
4341	310
4341	4340
4341	987
4341	1232
4341	1310
4341	616
4341	1814
4341	3027
4341	1014
4341	3024
4341	2728
4341	2904
3428	673
4341	4055
3301	1063
550	161
3428	2657
617	615
13	66
3693	589
2328	1261
2328	1545
548	3887
1176	4259
3693	1981
3693	2156
806	2988
806	3974
1478	1481
300	3887
2800	4401
4307	3368
2943	2943
3736	1953
635	148
635	2392
635	3086
635	200
2752	3072
2752	2802
2752	4139
2752	4140
3221	3185
1950	1187
1950	1949
1950	2299
1950	3632
1950	1945
1950	2302
1950	1890
1950	2304
1950	2297
1347	768
1347	3457
137	787
137	3029
137	1529
137	2577
137	2240
137	4055
137	196
137	64
1347	2319
1347	1897
1308	124
506	2816
1347	2514
1347	1008
1347	3276
1347	1425
1347	1273
1347	3278
1347	3024
1347	2014
137	3881
137	724
137	4273
137	660
137	2596
137	1160
137	3183
137	1847
1176	485
137	2893
137	326
1176	814
137	723
137	3870
1802	1799
137	3606
137	3990
137	1441
137	4523
137	4104
137	517
137	2536
137	2923
137	2575
1492	825
1492	1517
1492	3183
1492	3666
1492	1949
1492	211
1492	4214
1492	3198
1492	1017
1492	1492
1492	2631
1492	3591
1492	8
1492	1009
1492	2741
1492	893
1492	2501
1492	2303
1492	1643
1492	3120
1492	2676
1492	1443
1492	3178
1492	2172
1492	3632
1492	1865
1492	733
1492	925
1492	1441
1073	517
1492	985
1492	517
1157	3142
1157	4084
2312	1594
1073	1441
3816	3430
1748	2155
1157	2665
61	2141
2155	1757
2155	2462
1748	2157
1748	2462
1390	2076
1390	840
1855	1345
3264	1690
1492	1732
1492	1073
1492	235
1492	267
1157	2298
1157	2727
1157	3148
1157	3162
1157	4139
2893	2893
1157	2349
1157	845
2893	4367
3156	2990
3223	154
2893	2897
3223	150
2893	3688
3156	761
3223	153
3524	4367
2893	4190
2893	3143
4159	4158
2317	2531
2317	2542
2893	3686
2893	1045
2317	2405
2317	3870
2317	2955
2317	3408
11	3209
283	3776
2317	456
522	370
491	4363
2898	1404
2317	4331
522	1663
1492	1736
1492	496
521	370
521	522
2317	2208
2317	1691
1492	3081
2317	3412
2317	2404
3638	1484
2317	2533
2317	2406
1492	2174
1492	883
1492	3476
1492	2154
1492	2993
1492	385
1492	2124
1492	3606
1492	416
1492	4161
1492	2295
1492	2716
1492	4075
1492	2240
1492	4499
1492	3511
3215	425
3215	2801
3215	1317
3215	3467
2431	1261
2730	1079
914	194
914	2834
1809	3118
1809	1410
2730	2230
1809	4270
3215	3746
3215	810
1809	3116
3215	1810
3215	4429
3215	1106
3215	192
3215	2784
3215	3561
3215	1479
3215	106
3215	3721
3215	347
3215	932
3215	1438
3215	2342
304	4539
304	2489
304	3571
304	2237
3604	3604
304	604
4404	2900
3604	2585
4404	2110
4404	4401
4404	2906
4404	1815
4159	4047
3453	3248
3676	3677
3676	1261
440	2024
1017	86
1550	2885
3676	4190
1550	197
304	1655
1017	3555
1550	3677
67	2624
67	57
1017	3896
1017	2502
67	47
4260	592
3287	4265
4462	987
4260	2678
4260	4266
3287	3289
4260	4006
3993	2741
2918	38
3993	2590
4260	3287
2365	1262
2365	1680
2918	2920
828	1574
2365	3012
2365	2366
2918	2916
2365	3320
2365	4479
2365	2374
2365	1862
2365	2953
2365	2464
2365	3499
2365	3025
2365	916
2365	3501
1791	388
2365	1571
2365	3028
2600	2608
3591	3933
2600	1475
2600	236
3591	1106
3549	268
3591	476
3591	3292
3275	2630
3275	4513
2861	2449
2723	3405
882	754
3760	678
3275	360
3275	1205
3275	139
1354	1425
1354	1800
882	825
3275	1466
3275	4273
