19	19
80	343
637	40
721	723
80	239
356	636
187	723
239	778
228	80
228	237
80	255
778	80
80	779
237	779
239	368
237	36
388	387
570	237
54	526
769	526
526	537
751	50
40	751
356	356
722	356
187	721
50	721
723	325
636	723
50	723
40	723
626	325
626	636
626	50
626	40
721	721
627	721
721	751
721	722
151	721
723	723
723	627
751	723
723	722
721	626
723	626
626	627
626	722
751	626
151	626
627	627
722	627
751	722
721	356
356	723
627	356
356	151
722	722
40	721
455	50
721	325
492	121
626	187
751	627
73	187
228	255
147	255
356	325
627	50
526	45
721	636
158	641
645	158
929	645
645	927
645	517
158	788
929	788
641	929
5	171
214	177
5	177
115	115
649	102
648	102
5	1139
1159	1159
2663	2663
17093	17086
17046	17125
17046	17142
17161	17046
17045	17056
17078	17079
17066	17072
17066	17076
17085	17082
17086	17087
17088	17086
17086	17089
17090	17086
17091	17086
17092	17086
17095	17094
17096	17097
17098	17096
17096	17099
17100	17096
17101	17096
17103	17102
17104	17102
17105	17102
17097	17046
17046	17107
17108	17046
17046	17109
17110	17046
17067	17046
17046	17111
17069	17046
17046	17112
17046	17113
17115	17046
17046	17116
17117	17046
17118	17046
17046	17119
17046	17120
17046	17121
17122	17046
17123	17046
17046	17124
17046	17126
17046	17127
17129	17046
17130	17046
17046	17131
17060	17045
17046	17132
17133	17046
17046	17134
17135	17046
17046	17136
17046	17137
17046	17138
17046	17139
17140	17046
17046	17144
17145	17046
17046	17149
17046	17150
17151	17046
17152	17046
17046	17156
17157	17046
17046	17159
17046	17160
17046	17162
17164	17163
17165	17163
17163	17166
17163	17087
17163	17167
17046	17143
17045	17055
17106	17046
17128	17046
17046	17141
17158	17046
17095	17046
17114	17046
17046	17146
17148	17046
17046	17153
17154	17046
17155	17046
17147	17046
17045	17046
17047	17045
17048	17045
17049	17045
17050	17045
17051	17045
17045	17052
17053	17045
17054	17045
17045	17057
17058	17045
17059	17045
17061	17045
17062	17063
17064	17062
17065	17062
17067	17066
17066	17068
17066	17069
17066	17070
17066	17071
17066	17073
17066	17074
17075	17066
17077	17066
17078	537
17081	17078
17082	17083
17084	17082
17172	17180
17188	17172
17208	17221
17208	17228
17266	17264
17301	17305
17316	17317
17351	17342
17148	17362
17404	17399
17399	17416
17456	17454
17489	17485
17491	17485
17497	17485
17525	17265
17540	17552
17562	17561
17587	17591
17462	17617
17639	17641
17655	17656
17163	17168
17169	17163
17170	17163
17163	17171
17172	17173
17174	17172
17176	17172
17177	17172
17172	17117
17118	17172
17178	17172
17172	17179
17048	17172
17051	17172
17181	17172
17182	17172
17183	17172
17184	17172
17185	17172
17172	17186
17187	17172
17172	17151
17172	17057
17189	17172
17190	17172
17191	17172
626	17172
17193	17172
17172	17194
17195	17172
17172	17196
17197	17051
17198	17199
17200	17201
17200	17202
17203	17200
17209	17208
17210	17208
17211	17208
17208	17212
17208	17213
17208	17217
17218	17208
17208	17219
17208	17224
17225	17208
17226	17208
17208	17227
17229	17208
17208	17231
17232	17208
17208	17233
17234	17208
17235	17208
17236	17208
17237	17239
17237	17240
17241	17237
17242	17237
17237	17243
17237	17244
17237	17245
17249	17248
17248	17250
17251	17252
17253	17251
17251	17254
17255	17251
17256	17251
17068	17257
17259	17258
17258	17260
17261	17258
17263	17262
17264	17265
17264	17267
17264	17269
17270	17111
779	17270
17239	17289
17272	17270
17273	17270
17274	17270
17275	17270
17276	17270
17270	17277
17278	17270
17280	17279
17279	17281
17283	17282
17285	73
73	17254
17288	73
17289	17290
17289	17291
17292	17289
17300	17296
17302	17301
17301	17303
17304	17301
17307	17301
17308	17301
17301	17309
17310	17301
17311	17312
17319	17320
17321	17322
17324	17323
17325	17326
17327	17328
17263	17327
17327	17329
17330	17327
17334	17333
17337	779
17339	17338
17338	17341
17342	17343
17344	17342
17345	17342
17342	17346
17342	17347
17342	17348
17349	17342
17350	17342
17342	17352
17353	17342
17354	17342
17342	17355
17342	17191
17318	17316
17342	537
17356	17342
17357	17342
17359	17358
17361	17360
17274	17360
17362	17363
17364	17362
17362	17068
17362	17366
17367	17362
17368	17362
17369	17362
17370	17362
17362	17372
17373	17362
17374	17362
17362	17375
17362	17376
17382	17362
17383	17362
17384	17362
17362	17385
17362	17386
17362	17168
17362	17199
17389	17362
17390	17362
17362	17391
17362	17392
17394	17393
17395	17393
17397	17396
17398	17396
17399	17400
17399	17402
17407	17399
17399	17408
17399	17410
17399	17411
17412	17399
17399	17263
17399	17413
17414	17399
17256	17399
17415	17399
17417	17399
17418	17419
17422	17420
17423	17420
17424	17425
17406	17399
17426	17123
17428	17427
17427	17429
17431	17430
17430	17432
17433	17430
17430	17434
17430	17149
17173	17423
17436	17435
17438	17437
17440	17439
17441	17442
17444	17443
17445	17443
17443	17446
17447	17443
17449	17443
17443	17450
17443	17451
17443	17452
17453	17443
17461	17462
17461	17463
17461	17464
17409	17461
17468	17461
17469	17461
17471	17470
17470	17472
17473	17470
17470	17474
17470	17234
17470	17475
17103	17476
17476	17477
17052	17476
17476	17467
17479	17478
17481	17480
17483	17480
17480	17484
17106	17485
17485	17487
17111	17485
17485	17488
17485	17121
17485	17494
17123	17485
17495	17485
17496	17485
17144	17485
17499	17485
17500	17485
17485	17151
17485	17501
17502	17485
17485	17160
17503	17504
17505	17503
17506	17503
17507	17503
17508	17503
17510	17509
17511	17509
17512	17509
17513	17514
17515	17513
17513	17516
17517	17513
17513	17518
17519	17513
17265	17521
17522	17265
17523	17265
17524	17265
17265	17526
17143	17265
17527	17265
17265	17528
17061	17265
17531	17530
17532	17530
17530	17533
17530	17534
17535	17530
17281	17536
17538	17539
17540	17541
17346	17540
17542	17540
17540	17543
17540	17479
17540	17544
17545	17540
17540	17546
17547	17540
17548	17540
17540	17508
17551	17540
17554	17553
17555	17553
17553	17556
17553	17557
17346	17553
17558	17553
17559	17553
17383	17553
17565	17561
17566	17561
17561	17567
17568	17569
17570	17568
17571	17460
17318	17572
17574	17573
17575	17576
17346	17575
17575	17577
17575	17578
17579	17575
17274	17575
17575	17581
17583	17582
17584	17585
17584	17586
17588	17587
17587	17590
17587	17592
17593	17587
17587	17594
17587	17050
17595	17587
17596	17587
17587	17597
17587	17601
17075	17587
17602	17587
17351	17587
17587	17603
17604	17587
17587	17061
17609	17462
17462	17610
17611	17462
17462	17114
17612	17462
17462	17613
17462	17614
17462	17616
17462	17618
17619	17462
17620	17462
17462	17621
17462	17622
17623	17462
17462	17624
17625	17462
17626	17462
17462	17628
17629	17462
17462	17630
17091	17462
17631	17462
17632	17462
17462	17633
17462	17634
17462	17635
17636	17462
17462	17637
17462	17638
17644	17124
17644	17645
17647	17646
17648	17646
17646	17649
17646	17650
17651	17646
17652	17646
17654	17653
17657	17655
17658	17504
17504	17522
17504	17328
17504	17445
17660	17504
17504	17661
17504	17179
17667	17504
17668	17504
17504	17669
17670	17504
17671	17504
17672	17673
17097	17674
17675	17674
17123	17674
17677	17676
17208	17214
17289	17293
17362	17377
17391	17443
17498	17485
17564	17561
17350	17642
325	73
17206	17207
17237	17238
17268	17264
17296	17299
17313	17315
17338	17340
17365	17362
17362	17388
17399	17403
17420	17421
17438	17443
17292	17476
17485	17490
17162	17485
17059	17265
17553	17560
17575	17580
17587	17605
17462	17627
17639	17640
17504	17659
17205	17204
17208	17222
17246	17247
73	50
17149	17316
17335	17336
17371	17362
17399	17405
17409	17399
17448	17443
17485	17486
17492	17485
17513	17520
17540	17549
17550	17540
17563	17561
17587	17589
17606	17587
17587	17607
17643	17642
17172	17175
17215	17208
17208	17216
17220	17208
17208	17223
17230	17208
17079	17262
17295	17294
17296	17297
17298	17296
17306	17301
17313	17314
17331	17327
17327	17332
17362	17378
17362	17379
17381	17362
17387	17362
17399	17401
